Student_ID,Age,Gender,Department,CGPA,Sleep_Duration,Study_Hours,Social_Media_Hours,Physical_Activity,Stress_Level
21108,21,Female,Business,2.1,7.4,1.3,4.5,13,4
21109,24,Female,Engineering,3.78,6.6,4.7,,90,5
21110,23,Male,Engineering,3,7.6,0,2.3,58,3
21111,19,Male,Science,3.11,7.5,4.2,3.7,23,4
21112,18,Female,Engineering,2.66,8.9,6.7,1.5,101,2
21113,18,Female,Medical,3.4,5.6,6.8,4.8,129,2
21114,19,Female,Medical,2.57,7.2,6.9,4.3,45,6
21115,22,Female,Engineering,2.69,8.2,7.1,1.7,13,6
21116,20,Female,Science,3.44,7.8,2.2,6.4,,
21117,24,Female,Engineering,2.21,6.7,5.2,1.8,130,5
21118,24,Male,Engineering,2.91,9.1,4.3,2.5,55,3
21119,19,Female,Engineering,3.29,6.3,2.8,3.2,18,3
21120,24,Female,Engineering,2.62,6.6,4.5,3.2,32,4
21121,18,Male,Arts,2.15,5.2,4.5,4,31,6
21122,18,Male,Business,2.35,8.1,3.4,3.1,141,3
21123,21,Female,Arts,2.62,7.9,4.3,2.4,90,4
21124,23,Female,Engineering,2.35,6.4,5.3,,135,2
21125,18,Female,,2.57,7.2,7,3.1,9,5
21126,18,Female,Medical,3.34,6.8,3.8,4.1,137,2
21127,22,Male,Arts,2.72,8.6,2.9,2.8,,3
21128,21,Male,Science,2.45,6.3,4.2,2.6,57,3
21129,23,Female,Business,2.37,6.2,0.3,3,65,4
21130,20,,Engineering,2.86,8.9,7.3,2.7,107,2
21131,24,Female,Arts,3.5,10,7.9,1.8,107,3
21132,19,Female,Science,2.16,6.4,4.7,3.7,93,4
21133,22,Female,Science,2.09,6.3,6.8,3.1,22,4
21134,22,Female,Medical,3.8,9.9,4.5,2.1,89,4
21135,20,Female,Business,2.54,7.5,5.7,3.9,114,2
21136,21,Female,Arts,3.57,,5.4,0.3,66,5
21137,20,Female,Arts,2.64,7.7,2.5,1.6,138,3
21138,18,Male,Science,3.36,7.7,4.8,3,88,2
21139,22,Male,Business,2.6,7.6,4.2,4.6,57,3
21140,20,Female,Medical,3.16,5.3,4.2,4.8,95,3
21141,20,Male,Engineering,2.18,7.9,5.7,0.9,77,5
21142,23,Male,,3.08,5.7,2,4.9,94,4
21143,19,Male,Arts,3.66,6.9,5.6,4.3,113,5
21144,23,Male,Medical,3.33,6.3,2.2,6.8,30,5
21145,22,Male,Arts,2.16,6.8,5.5,4.1,32,3
21146,19,Male,Medical,3.22,5.1,4.3,3.5,90,3
21147,20,Female,Medical,3.01,6.3,4.6,4.5,71,4
21148,24,Male,Engineering,2.43,9.1,2,4.6,96,3
21149,23,Male,Engineering,3.22,6.7,6.2,4.3,0,3
21150,21,Male,Engineering,2.92,5.9,1.8,4,33,6
21151,22,Female,Engineering,2.53,9,3.3,5.2,134,2
21152,22,Male,Science,3.03,6.4,10.3,3.1,58,7
21153,22,Female,Arts,3.25,5.7,3,0.9,127,4
21154,23,Male,Engineering,2.81,5.5,6.2,4.3,37,
21155,21,Male,Engineering,3.56,,6.3,3.4,121,3
21156,21,Female,Arts,3.09,4.6,3.4,3.6,108,7
21157,23,Female,Science,2.68,6.8,4.4,0.9,66,3
21158,18,Female,Business,3.63,8.6,2.1,2.2,1,3
21159,20,Male,Engineering,3.21,8.4,2.4,2.3,64,3
21160,19,Male,Arts,2.2,7.8,4.9,3.6,80,3
21161,24,Female,Business,,6.5,1,2.4,143,4
21162,18,Female,Medical,3.62,5.6,2.5,4.6,41,3
21163,22,Male,Business,2.4,6.2,4.2,2.2,64,4
21164,23,Female,Science,2.49,8.2,4.5,6.3,121,4
21165,23,Female,Medical,2.55,5.1,4.3,0.7,83,4
21166,22,Male,Business,3.47,7.9,3,4.1,79,3
21167,21,,Science,2.33,7.7,4.8,4.6,52,5
21168,22,Female,Engineering,3.77,11.7,1.4,0.7,90,4
21169,19,Female,Engineering,2.19,7.4,7.1,5.4,14,3
21170,20,Male,Business,2.81,8.3,7.2,2.7,95,2
21171,21,Female,Business,2.63,6.6,6.2,2.9,135,4
21172,19,Male,Business,2.56,7.6,4.4,2.6,67,5
21173,22,Female,Science,2.43,6.6,7.1,4.9,78,3
21174,19,Male,Science,3.95,5.1,8,4.7,92,2
21175,24,Male,Business,,6.9,6.1,2.8,110,2
21176,21,Female,Business,2.3,5.4,4.2,4.5,145,4
21177,22,Female,Arts,2.69,5.4,5.5,5,47,6
21178,21,Male,Arts,2.77,4.6,7.4,2,26,8
21179,24,Male,Science,2.71,5.2,3.3,4.1,126,2
21180,20,Male,Business,2.39,5.1,,3.9,115,2
21181,23,Male,Medical,2.65,5,6.4,5.2,78,3
21182,20,Female,Business,3.48,8.7,3.1,3.7,55,6
21183,19,Male,Arts,3.07,4.9,7.8,,129,6
21184,23,Male,Science,2.28,8.1,6.8,1.8,2,5
21185,18,Female,Science,2.83,8.1,5.2,2,128,2
21186,24,Female,Engineering,3.11,5.9,5.9,2.9,6,3
21187,21,Male,Arts,3.61,5.9,1.4,2,94,4
21188,21,Female,Engineering,2.87,4.1,2.6,3.3,136,8
21189,20,Female,Science,3.6,8,1.1,4.5,111,5
21190,19,Female,,3.28,7,5,,103,4
21191,21,Female,Arts,3.05,7,3.4,0.9,70,5
21192,19,Male,Business,3.54,6,7.8,4.2,4,6
21193,,Female,Engineering,2.5,6.8,1.5,2.4,127,4
21194,21,Male,Engineering,2.16,9.5,2.2,4,92,3
21195,23,Female,Business,1.94,5.2,4.7,5.7,16,3
21196,18,Female,Engineering,3.07,7.2,3.8,3.7,145,5
21197,23,Male,Medical,3.23,,3,2.9,67,2
21198,23,Male,Business,3.72,6.9,2.9,0.9,5,3
21199,23,Male,Medical,2.13,7.9,6.1,3.7,40,6
21200,21,Male,Arts,2.79,5.1,5.2,1.9,16,5
21201,24,Male,Engineering,3.67,6.5,3.2,4.9,55,4
21202,20,Female,Engineering,3.74,7.1,7,3.8,73,5
21203,21,Male,Medical,2.86,7.7,3.7,0.8,69,4
21204,18,,Engineering,3.42,,3.5,2.2,147,4
21205,19,Female,Arts,3.4,6.1,2.7,4.3,10,5
21206,24,Female,Engineering,3.4,8.4,4.5,3.9,40,4
21207,19,Male,Business,2.84,8.2,2.3,1.5,135,5
21208,24,Female,Business,3.59,6.5,5.2,2.4,7,4
21209,24,Female,Engineering,3.09,7,6.7,2.1,77,3
21210,18,Female,Science,3.45,7,5.4,2.6,3,5
21211,21,Female,Science,2.75,10.6,8.6,2.1,92,2
21212,19,Male,Engineering,2.85,4.7,2.1,4,68,5
21213,21,Female,Business,2.29,4.4,4.3,3.8,112,7
21214,19,Male,Engineering,,5,3.8,3,90,2
21215,22,Female,Medical,3.63,7.8,3,5.7,14,3
21216,22,Female,Engineering,,6.1,3.8,3,125,3
21217,22,Female,Engineering,2.99,6,6.5,2.8,144,4
21218,21,Female,Arts,2.08,6.7,4.3,4.6,133,3
21219,20,Female,Science,3.03,6.3,2.3,5.9,22,6
21220,24,Male,Business,2.45,4.9,3.9,2.7,112,8
21221,24,Female,Medical,3.59,5.6,3.3,0.6,51,6
21222,20,Female,Science,3.5,9,4.1,3.5,118,2
21223,22,Female,Science,2.98,7.6,4.7,3,34,3
21224,19,Female,Business,2.98,5.5,1.3,4.8,83,3
21225,21,Female,Arts,3.02,9.1,4.5,1.6,107,5
21226,22,Male,Business,2.39,7,5.8,3.5,30,4
21227,24,Male,Arts,3.18,4.4,3.3,2.9,122,4
21228,20,Male,Business,2.72,6.9,0.7,3.1,49,3
21229,18,Male,Business,2.95,9.5,3.4,1.4,113,2
21230,22,Male,Business,4,7.7,7.5,2.2,8,5
21231,18,Male,Arts,2.6,5.8,6.2,2,30,6
21232,,Male,Science,3.35,8.4,4.7,4.4,78,5
21233,22,Female,Engineering,2.53,6.5,5.7,3.2,95,3
21234,23,Female,Engineering,2.59,6.5,1.7,5,84,4
21235,24,Female,Engineering,2.95,8.7,3.1,1.4,72,5
21236,22,Female,Arts,3.55,5,,2.8,138,4
21237,23,Male,Arts,3.48,8,7.8,5.8,76,3
21238,18,Female,Science,3.66,9,3.2,3.5,124,4
21239,22,Male,Science,2.22,6.2,5.3,2.3,43,
21240,24,Male,Medical,2.85,6.7,8.2,4.3,91,2
21241,19,Female,Medical,3.6,7.5,6,3.9,38,4
21242,24,Female,Medical,3.77,5.9,6.4,4,23,3
21243,24,Male,Engineering,2.13,7.7,2.9,1.8,,5
21244,22,Male,Business,3.61,5.7,3.5,2.8,93,2
21245,19,Male,Science,2.93,4.1,2.8,0.4,129,7
21246,22,Male,Arts,2.74,5.8,5.5,2.7,21,3
21247,18,Male,Arts,2.49,7,7.2,5,128,4
21248,19,Male,Medical,3.37,7.6,4.6,2.4,52,4
21249,21,Female,Science,2.66,8.3,7.4,1.7,119,4
21250,24,Female,Arts,2.4,3.9,4.6,5.4,44,8
21251,20,Male,Business,2.19,7,4.6,5.7,105,3
21252,19,Male,Arts,2.09,5.4,2.3,2.9,23,3
21253,24,Male,Business,3.44,5.3,2.3,4.9,15,5
21254,24,Female,Medical,2.65,6.2,5.2,3.3,53,5
21255,23,Male,Medical,2.63,8.3,7.5,3,126,3
21256,22,Female,Science,2.46,7,4.8,3.9,44,5
21257,19,Male,Medical,1.86,6.4,5.8,8.8,127,4
21258,21,Female,Engineering,,6.5,4,0.4,51,5
21259,21,Male,Arts,2.1,4,7,3.5,111,7
21260,18,Male,Medical,3.48,4.1,5.3,5.6,136,5
21261,18,Female,Arts,3.95,6,7.3,3.2,117,3
21262,21,Male,Science,3.46,9.4,6.8,4.4,37,4
21263,23,Male,Engineering,2.3,3,1,2,134,6
21264,22,Female,Engineering,,3.4,2.1,2.7,36,5
21265,22,Male,Business,2.6,6.5,5.2,1.8,48,3
21266,20,Male,Business,2.92,8.7,2.2,3.7,38,5
21267,23,,Arts,2.72,7.4,5.3,2.3,81,3
21268,20,Male,Engineering,3.7,6.1,4,3.6,38,6
21269,21,Female,Science,3.46,9,5.1,3.3,53,5
21270,24,Female,Science,3.27,7.2,,5.5,42,
21271,22,Male,Science,2.31,7.3,7.2,3.1,141,3
21272,24,Female,Business,3.79,5.1,4.4,5,,6
21273,18,Female,,3.61,6.5,3.7,4.4,35,3
21274,18,Male,Business,2.17,3.7,5,2.3,95,6
21275,19,Female,Science,2.97,7,5.3,1.4,28,5
21276,19,Female,Business,2.97,8.7,7.5,1.6,83,5
21277,20,Male,Science,2.71,8.7,1.9,3.4,7,4
21278,20,Male,Science,2.17,7.2,6.4,8.8,60,4
21279,23,Female,Arts,3.32,6.3,2.8,5.2,109,4
21280,18,Male,Engineering,3.78,6.9,4,2,39,4
21281,24,Male,Arts,3.66,7.5,2.8,0.7,102,2
21282,18,Male,Arts,3.31,7.3,4.2,2.7,112,
21283,24,Female,Arts,2.04,7.9,4.4,2.6,63,5
21284,22,Female,Science,3.33,7.5,6,0.8,63,5
21285,21,Female,Medical,3.72,5.4,4.5,1.6,102,5
21286,18,Male,Arts,2.63,3.5,4.3,2.3,68,8
21287,18,Male,Medical,2.59,6.9,1,3.9,31,6
21288,24,Female,Science,2.94,6.9,4.1,2.4,28,5
21289,23,Male,Business,2.71,6,,3.9,63,5
21290,20,Female,Science,2.92,5.1,3.6,1.4,74,5
21291,18,Male,Business,3.54,6.9,3.7,3.5,60,6
21292,20,Female,Arts,3.41,6.7,3.1,1.6,102,3
21293,20,Male,Business,3.2,5.2,,4.6,3,6
21294,22,Male,Arts,2.79,8.1,2.4,5.2,68,2
21295,18,Female,Arts,3.16,7.1,4.1,5,40,4
21296,23,Male,Engineering,3.58,10.1,4.3,0.2,133,2
21297,23,Female,Business,1.98,8,4.5,5.9,138,4
21298,19,Male,Arts,3.46,8.8,6.7,1.9,114,4
21299,21,Male,Science,2.97,7.6,3.1,2.3,46,3
21300,21,Male,Engineering,3.7,5.7,4.6,3.1,87,5
21301,18,Male,Engineering,3.59,6.1,7.4,2.8,30,5
21302,19,Male,Engineering,3.12,,4.7,1.5,61,4
21303,18,Female,Business,3.1,10,2.3,4.7,113,2
21304,23,Male,Business,2.66,4.6,3.6,4.5,0,8
21305,19,Male,Engineering,2.31,6.6,4.5,4.2,9,3
21306,22,Female,Business,2.91,8.7,4.5,3.1,59,6
21307,23,Female,Medical,2.57,5.9,8.3,3,16,4
21308,23,Male,Engineering,2.63,6.8,2.3,4.8,50,3
21309,18,Male,Arts,3.56,7.4,3.2,3.5,141,2
21310,20,Male,Medical,3.36,9.5,6,4,26,4
21311,21,Male,Science,3.08,7.8,5.7,5.5,23,6
21312,18,Female,Arts,3.01,6.8,7,1.9,67,2
21313,21,Male,Medical,2.17,8.4,1.6,0.3,103,5
21314,22,Female,Business,3.01,7.9,0.3,0.4,56,3
21315,24,Female,Medical,3.08,6.7,6.7,3.6,71,4
21316,18,,Engineering,2.04,8,5.6,2.9,27,4
21317,21,Female,Medical,3.79,6.6,5.8,0.9,135,4
21318,20,Female,Arts,3.15,4.6,4.4,6.1,138,6
21319,23,Female,Arts,2.68,9.8,5.8,3.5,100,2
21320,22,Male,Arts,3.68,7.7,8.7,2,138,4
21321,19,Female,Science,2.52,6.3,3.9,3.3,139,5
21322,22,Female,Engineering,3.41,7.9,3.2,3.9,93,5
21323,18,Male,Arts,2.3,7.3,4.1,3.2,101,4
21324,21,Male,,2.9,7.7,7,6.1,149,2
21325,22,Female,Arts,3.47,8.8,3.1,4.7,,5
21326,23,Male,Medical,,5.1,7.5,3,121,3
21327,18,Male,Business,2.44,8,3.5,3.4,119,3
21328,20,Male,Engineering,2.4,8.4,5.7,3.7,10,6
21329,22,Male,Medical,3.68,6.2,9.2,2.6,106,4
21330,23,Male,Medical,3.57,7.2,2.1,1.6,37,4
21331,23,Male,Engineering,3.18,7.6,9,2.8,20,4
21332,23,Female,Business,3.65,8.4,3.7,4.8,24,6
21333,24,Female,Science,2.93,9.7,,6,47,
21334,18,Female,Medical,3.08,9,4.7,3,23,4
21335,24,Female,Business,3.73,6.3,5.1,4.8,16,5
21336,18,Male,Arts,3.63,8.2,3.1,2.5,56,5
21337,22,Female,Science,3.41,5,8.3,3.3,109,3
21338,22,Female,Engineering,2.42,4.4,5.1,2.9,66,6
21339,19,Male,Medical,3.15,8.2,4,1.1,122,5
21340,24,Male,Science,2.63,7.8,5.5,3,108,3
21341,20,Female,Science,3.8,5.1,5.8,4.3,80,2
21342,18,Female,Medical,2.95,6.6,4.2,3.7,1,5
21343,19,Female,Business,3.06,5.8,4,6.6,132,2
21344,18,Female,Engineering,3.1,7.6,5.3,4.3,64,2
21345,20,Male,Business,3.68,6.6,7.1,1.9,126,4
21346,23,Female,Engineering,3.47,5.5,2.5,3.2,137,3
21347,18,Female,Business,3.67,9.1,2,3.8,66,3
21348,18,Male,Engineering,2.34,8.5,5.8,3.9,121,4
21349,22,Female,Business,3,3.8,3.2,3.3,115,5
21350,24,Male,Arts,2.42,8,6.4,2.7,126,5
21351,24,Female,Business,3.3,8.9,3.6,1.2,133,2
21352,18,Male,Arts,2.17,4.8,4.9,6.4,35,6
21353,20,Female,Engineering,2.64,6.5,5.6,5.1,56,4
21354,22,Female,Engineering,2.73,7.3,3.5,2.8,110,4
21355,24,Male,Business,3.34,5.6,9.6,7.1,125,2
21356,20,Female,Science,2.77,7.2,6.1,4.5,106,5
21357,18,Male,Business,2.53,7.3,5.6,2.9,55,6
21358,23,Female,Arts,3.4,8,4.2,2.1,4,6
21359,21,Male,Business,2.23,6,3.6,4.3,2,3
21360,19,Male,Arts,3.42,9,4.9,4.7,59,5
21361,22,Male,Science,2.73,8.4,4.8,4.8,71,4
21362,18,Female,Science,3.2,8.5,3.9,2.8,109,5
21363,22,Female,Science,2.7,6.8,5.3,5.1,50,4
21364,18,Female,Medical,3.15,8.4,3.7,2.3,50,4
21365,19,Male,Arts,2.13,6.8,4.6,3.3,,3
21366,22,Male,Science,2.06,6.3,2.3,3.4,26,6
21367,23,Male,Business,2.57,6.5,4.5,5.4,139,5
21368,23,Male,Engineering,3.64,7.9,3.6,0,103,3
21369,19,Female,Business,2.26,5.6,3.3,2.6,123,4
21370,23,Female,Medical,1.88,6.6,4.7,6.5,61,2
21371,21,Male,Engineering,3.46,6.8,4.4,3.8,140,2
21372,20,Male,Arts,2.79,11.3,4.9,,59,5
21373,21,,Business,2.78,7.7,1.7,2.9,60,3
21374,,Male,Science,2.09,5.9,4,4.3,62,4
21375,21,Female,Medical,2.28,,4.6,4.7,,4
21376,20,Male,Engineering,2.12,8.7,4.6,3.8,7,6
21377,23,Female,Business,3.04,7.9,5.4,3.2,119,5
21378,21,Female,Science,3.27,6.2,4.1,2.9,147,2
21379,23,Male,Science,3.76,7.8,2.4,2.9,124,
21380,24,Female,Medical,3.24,5.3,2.7,4.1,141,2
21381,21,Female,Science,3.16,5.1,6.4,4.8,143,3
21382,18,Female,Engineering,2.62,6.2,6.5,4.2,130,3
21383,19,Female,Science,3.47,7.7,,5.4,37,3
21384,24,Male,Engineering,3.14,8.6,3,6.6,67,2
21385,20,Female,Engineering,3.33,8.9,4.9,4.7,51,6
21386,21,Male,Medical,2.04,6.1,0.2,2.7,106,4
21387,18,Female,Science,3.06,6.4,8.3,2.5,78,4
21388,20,Female,Arts,,7.8,9.4,5.7,40,5
21389,19,Male,Engineering,3.05,6.8,4.4,0.6,80,2
21390,24,Female,Business,2.51,4.5,4.7,2,71,5
21391,24,Female,Engineering,2.57,7.1,6.8,0.3,67,5
21392,19,Male,Arts,3.59,8,5.3,6.9,119,2
21393,18,Male,Arts,2.54,5.1,5.4,2.8,121,
21394,20,Female,Medical,2.28,8.7,4.9,2,130,3
21395,22,Male,Business,2.37,5.2,5.3,5.2,35,3
21396,21,Female,Arts,2.73,5.9,7.2,3,89,5
21397,22,Male,Arts,3.65,10.5,4.1,4.5,125,3
21398,18,Female,Engineering,3.41,9,5.8,4.8,77,2
21399,19,Female,Business,2.12,4.4,5,3.2,110,7
21400,23,Female,Business,2.87,7.7,2.1,3.5,1,
21401,19,Female,Business,3.19,7.5,4.4,2,121,4
21402,18,Female,Arts,2.83,9.1,5.7,5.6,136,3
21403,24,Female,Engineering,3.64,6.5,4.1,3.1,138,3
21404,20,Female,Medical,2.79,7,4.2,1.8,19,4
21405,22,Male,Medical,2.87,5.9,3.7,4.5,11,5
21406,20,Female,Science,2.52,4.8,5.8,4.6,59,6
21407,,Female,Science,3.09,8.5,4.2,2.1,30,6
21408,24,Female,Medical,3.67,6.4,1.1,1.7,69,
21409,22,Male,Medical,2.69,7.3,3.3,4.7,57,4
21410,22,Male,Business,2.52,8,4.1,0.2,96,2
21411,18,Female,Arts,3.38,6.2,0.8,1.3,87,2
21412,24,Female,Arts,2.64,6.1,2.7,4.1,25,4
21413,19,Female,Arts,2.71,7.7,6.5,3.3,60,6
21414,23,Female,Engineering,3.74,8,2.6,2.2,143,3
21415,22,Male,Arts,3.6,7.5,3.8,2.2,140,3
21416,20,Male,Medical,2.18,5.8,4.7,4.1,138,4
21417,20,Female,Arts,3.1,4.8,0.9,3,17,7
21418,22,Female,Science,2.21,6.3,2,2.1,66,4
21419,20,Female,Arts,3.58,9.5,9.3,4,0,6
21420,21,Male,Business,2.28,5.8,3.9,4.2,132,4
21421,22,Male,Arts,3.05,10,3.7,1.8,127,3
21422,19,Female,Medical,3.8,7.4,5.3,2.2,15,3
21423,22,Female,Medical,,7.1,4.8,5.6,92,3
21424,23,Female,Business,2.5,6.5,6.2,2,29,4
21425,19,Male,Science,2.12,10.1,4,4.8,86,2
21426,20,Female,Arts,2.42,4.6,5.5,2.7,70,4
21427,22,Male,Science,2.23,6.6,3.1,4.9,16,3
21428,24,Male,Science,2.68,6.1,0.9,1.8,53,3
21429,24,Female,Engineering,2.37,3.7,7.9,4.1,133,8
21430,20,,Medical,2.2,5,,3,15,3
21431,20,Male,Business,2.87,7.8,8.5,4.7,34,6
21432,22,Male,Arts,2.07,5.5,2.3,4.3,55,6
21433,20,Female,Science,2.49,7,5.3,3,145,5
21434,22,Female,Engineering,,7.9,3.4,2.6,12,6
21435,22,Male,Science,2.67,9.4,4.4,6.4,24,6
21436,18,Female,Engineering,2.2,8.7,4.4,3.5,134,2
21437,21,Female,Business,2.78,5.1,0.3,5.5,114,5
21438,20,Male,Medical,3.16,6.8,4,2.4,40,3
21439,19,Male,Medical,,11,1,2.9,62,2
21440,18,Male,Engineering,3.72,6.3,6.9,1.7,106,2
21441,21,Female,Business,2.96,4.5,6.3,3.3,131,8
21442,,Female,Engineering,2.57,7.8,6.1,0.3,132,4
21443,18,Male,Business,2.7,7.8,4.6,4.1,63,5
21444,20,Female,Arts,3.28,,9.6,4.3,77,2
21445,24,Male,Business,1.88,4.2,3.3,5.1,51,8
21446,19,Female,Arts,1.88,8.2,3.6,5.3,119,3
21447,18,Female,Science,3.37,,5.5,2.8,96,5
21448,19,Female,Science,3.3,9.9,5.4,2,100,
21449,20,Male,Arts,3.44,12,4.3,5.4,45,4
21450,22,Male,Science,3.46,7.8,4.4,6.3,112,4
21451,22,Female,Science,2.4,3.1,5.9,1.5,113,7
21452,23,Male,Arts,3.51,6.1,3.3,3.2,91,3
21453,20,Female,Medical,2.59,9.6,3.9,4.6,29,5
21454,21,Female,Medical,3.77,11.2,5.2,2.8,70,4
21455,19,Female,Medical,3.3,8.4,3.5,4.1,46,5
21456,22,Female,Arts,3.41,6.2,6.5,5.4,42,5
21457,24,Male,Medical,3.01,8.5,3.3,3.2,119,
21458,21,Female,Science,2.76,5.2,4.6,3.8,91,5
21459,20,Female,Engineering,2.52,10.2,4,2.8,112,5
21460,23,Female,Medical,2.78,8.7,6.3,2.5,31,5
21461,24,Female,Engineering,3.36,5.7,3.9,4.5,70,2
21462,22,Female,Arts,2.8,8.1,4.1,2.4,140,4
21463,23,Male,Science,2.66,6.1,3.8,1.3,139,5
21464,18,Female,Engineering,3.46,5.3,7.8,3.4,77,5
21465,24,Female,Arts,3.43,7.5,5.4,2.7,25,4
21466,19,Female,Engineering,3.61,6,3.5,2.6,,4
21467,24,Female,Engineering,2.19,5.5,2.2,2.8,138,3
21468,18,Male,Medical,3.48,8.7,4.2,4.1,46,6
21469,,Female,Science,2.82,6.6,2.8,5.4,50,6
21470,20,Female,Science,1.68,3.7,5.5,6.5,52,7
21471,23,Female,Science,2.84,4.7,4.1,3.3,82,4
21472,23,Male,Medical,2.26,5.7,5.3,,79,5
21473,23,,Business,2.99,4.2,6.5,3,61,7
21474,20,Female,Medical,2.95,6.5,3.8,0.3,75,2
21475,20,Male,Business,3.22,7.6,2.8,3.4,104,3
21476,22,Female,Science,3.06,7.6,8.4,0.2,3,5
21477,20,Female,Business,2.02,5.9,2.2,5.6,20,5
21478,19,Male,Medical,2.27,4.2,2.8,2.7,66,8
21479,22,Female,Arts,3.77,7.6,1.7,4.9,52,6
21480,18,Male,Engineering,3.7,6.1,6,2.9,10,3
21481,21,Female,Arts,2.45,5,3.6,3.9,39,3
21482,24,Male,Business,3.5,8.9,3.6,4,148,4
21483,18,Male,Medical,3.01,7.4,2.8,2.6,77,2
21484,23,Male,Science,1.93,8.1,3.5,5.3,96,4
21485,19,Female,Medical,2.01,,5.5,6.2,129,5
21486,21,Male,Arts,2.38,6.1,0.1,4.7,131,4
21487,18,Female,Engineering,3.68,6,3.1,4.8,70,2
21488,24,Male,Science,2.09,6,5,3.4,38,6
21489,20,Male,Business,2.34,8.3,5.3,3.8,114,5
21490,18,Male,Business,1.84,4.5,5.8,5.4,149,7
21491,21,Male,Arts,3.39,8.6,2.7,1.4,14,5
21492,23,Female,Arts,3.11,8.1,4.6,3.7,49,5
21493,22,Female,Engineering,3.62,6.2,7.1,5,78,4
21494,19,Female,Business,3.07,7.3,4.7,3.2,9,5
21495,19,Male,Engineering,2.72,8.4,3.8,3.8,91,4
21496,19,Female,Medical,3.56,5.7,4.6,2.4,29,6
21497,,Male,Arts,2.13,6.7,,2.7,32,6
21498,24,Female,Business,3.24,5.2,1.2,1.6,41,6
21499,19,Male,Arts,3.06,9,4.7,1.8,6,4
21500,20,Female,Science,3.24,7.9,1.6,4.8,86,4
21501,21,Female,Arts,3.55,8.6,2.7,4.3,14,6
21502,24,Male,Science,2.5,8.6,3.2,4.1,34,3
21503,21,Female,Medical,2.51,3.4,5.5,3.3,41,7
21504,18,Male,Business,3.58,9,8,3,70,4
21505,20,Male,Arts,2.38,7.9,1.9,3.6,131,2
21506,,Male,Science,3.04,9.3,4.2,1.6,141,5
21507,18,,Science,2.25,4.7,3.3,1.4,12,8
21508,23,Female,Arts,3.54,7.9,6,3.7,11,6
21509,18,Female,Engineering,3.44,9.5,6.4,0,107,3
21510,18,Female,Science,2.75,8.6,3.1,2.9,104,
21511,21,Female,,3.85,6.3,7.2,2,80,5
21512,21,Female,Science,2.7,7.2,4.8,3.1,74,5
21513,22,Female,Science,2.96,7.3,2.1,1.9,143,3
21514,23,Male,Science,2.84,,5.2,3.5,8,3
21515,24,Female,Business,2.29,7.8,0,2.1,40,4
21516,19,Male,Medical,2.9,5.3,,4.3,106,4
21517,24,Female,Arts,2.27,7.9,5.1,4.6,61,4
21518,20,,Science,2.77,7.3,7.3,3.2,70,3
21519,21,Male,Business,3.34,7,6,,54,3
21520,19,Male,Science,3.43,4.2,5.5,,16,7
21521,23,Female,Arts,3.72,8.8,3.6,3.3,8,5
21522,21,Male,Science,2.84,7.9,5.6,1.4,73,5
21523,21,Male,Engineering,2.58,7.2,3.1,1.1,61,4
21524,20,Male,Business,3.7,7.6,2.2,2.1,81,3
21525,19,Female,Medical,3.28,8.8,5.4,1.3,1,4
21526,21,Male,Business,2.83,6.8,6,4.3,148,5
21527,20,Male,Science,2.72,7.9,,1.6,80,2
21528,18,Female,Arts,3.35,7.6,5,5.5,138,3
21529,21,Male,Engineering,3.62,7.5,6.3,,3,6
21530,24,Female,,2.75,7.4,6.6,3,60,5
21531,23,Male,Arts,3.42,8.1,5,4.2,22,5
21532,22,Male,Medical,3.02,6.8,4.2,1.2,147,3
21533,24,Female,Arts,3.01,8.1,5.4,6.7,112,5
21534,19,Male,Science,2.41,10.2,7.5,3.1,61,5
21535,23,Female,Arts,2.09,7.2,4.2,3.9,104,4
21536,24,Female,Science,2.82,8.7,5.5,4.4,29,6
21537,20,Female,Arts,2.08,6.5,2.2,1.8,45,6
21538,18,Female,Business,2.14,9.1,5.2,1.2,71,5
21539,20,Male,Engineering,2.07,6.3,3.3,5.3,14,4
21540,18,Male,Medical,3.01,7.4,3.2,3.5,96,2
21541,22,Female,Science,3.13,4.8,2.6,1.6,89,5
21542,24,Male,Medical,,,7.7,3,124,2
21543,,Male,Arts,2.98,9,,0.9,89,4
21544,24,Female,Business,2.75,6,5,5.5,92,4
21545,22,Female,Science,2.69,8.6,2.4,4.2,68,3
21546,18,Female,Science,2.85,6.3,4.1,4.6,37,6
21547,22,Male,Arts,,3,4.2,0,40,6
21548,23,Female,Engineering,3.21,6.1,1.7,2.6,86,3
21549,20,Male,Business,2.21,6,8.5,7.7,122,2
21550,24,Female,Business,2.06,7.8,6.8,4.6,88,2
21551,19,Female,Arts,2.7,7.4,7.4,4.8,1,5
21552,22,Male,Arts,2.47,8.7,5.1,3.2,46,5
21553,18,Female,Arts,3.63,7.5,5.3,1.4,46,4
21554,24,Male,Medical,2.16,5.2,5.3,2.7,74,4
21555,21,Male,Science,2.87,8.4,4,3.3,57,5
21556,20,Female,Medical,2.27,7.6,4.8,0,141,2
21557,18,Male,Engineering,2.58,4.7,,3.6,138,6
21558,19,Female,Business,2.84,3.9,4.4,3.1,110,5
21559,24,Female,Science,2.64,7.7,6.3,2,42,4
21560,24,Male,Medical,,5.1,3,5.4,123,3
21561,19,Male,Medical,2.75,7.5,3.5,6,143,5
21562,21,Female,Arts,2.59,6.7,7.1,2.5,124,2
